"content","Layanan","Transaksi","Performa Aplikasi","Keamanan"
"Tujuan pembuatan aplikasi ini sebenarnya buat mempermudah atau mempersulit calon nasabah sih? Masak verifikasi wajah sampai se jam gagal terus Parah parah parah..","-1","0","-1","-1"
"Masih perlu banyak perbaikan, tampilannya tolong d rubah lbh bagus lagi, yg kekinian, ksh tema anak muda biar gk bosen. Bisa liat dari app Livin by Mandiri dan Brimo. Trs jg tolong untuk buka rekeing onlinenya ksh fitur kartu visa/master card nya.","-1","0","-1","0"
"Uang dengan tujuan transfer dari flip tech ke Bsi tidak bisa, uang saya menghilang entah kemana, haduuuhhh Bsii 500k lohh 🤦‍♂️🤦‍♂️🤦‍♂️ +Tambahan: Cs wa Bsi tidak support sama sekali, masalah terkendala saat transfer Bsi tidak mau tahu. Harus se korupt ini kah?","-1","-1","0","0"
"Setelah pake BSI Mobile selama 3 tahunan, alhamdulillah cukup memuaskan sih. Update berkala, aplikasi ringan, dan fast respon juga pas nanggepin komplain. Gak sampe seminggu saldo yang ilang pas transaksi gagal udah dibalikin. Mungkin evaluasi kedepannya bisa dibenerin soal masalah koneksi yang tiba-tiba Timeout padahal jaringan aman dan ijo.","1","1","1","0"
"Susah verifikasi m-bangking nya 🗿 Ribet, kan ada email sama no kartu untuk otp, kenapa harus datang ke bank lagi untuk verifikasi? HP lama rusak, ribet kudu ke bank lagi... Belajar ke dana / bank digital lain, bagai mana mudah nya memverifikasi saat ganti handphone. Tapi akun tetap aman, bisa pake verifikasi wajah, dan kirim otp via SMS/e-mail. Harus nya bisa bersaing dengan bank digital, dalam mempermudah konsumen. Dan bagaimana akun tetap aman, tapi mudah, alias gak ribet saat verifikasi","-1","0","-1","-1"
"Mau verifikasi wajah..ga berhasil2.. Padahal udah lurus tepat se tepat mungkin.. Aplikasi macam apa inj","0","0","-1","-1"
"Yang awalnya jadi ATM utama, sekaramg skip , masa verif wajah berkali kali gagal, coba seberapa kecewanya, mon maaf BSI saya rasa pelayanan BSI saat ini tidak seperti sebelumnya,justru mempesulit nasabah","-1","0","-1","-1"
"Banner iklan besar di depan bikin loading lama, sering freeze, apalagi setiap aktifitas d balikin ke depan terus.","0","0","-1","0"
"Masih sering trouble, sering trouble, sering trouble Sangat tidak membantu disaat dibutuhkan. Tolong diperbaiki","0","0","-1","0"
"Capek kali sama apk nya lelet,suka eror tiba2 tolong lah di perbaiki kalo bukan karna di suruh atasan pake ni apk gak akan mau transaksi pake BSI tolong lah jgn menyusahkan","0","-1","-1","0"
"Buruk sekali layanan BSI bahkan TDK bisa diakses jika saya berpindah misalnya waktu saya di Palembang dr Langkat, saya TDK dapat mengakses BSI begitu jg sebaliknya","-1","0","-1","0"
"Apa nih,,,, knpa susah sekali saya untuk masuk kembali ke akun BSI saya, verivikasi sangat tidak baik, saya sudah melalui no telp juga harus nya bisa","0","0","-1","-1"
"Baru juga mau pake ni apk, capek banget masa iya udah berkali kali verifikasi wajah ga bisa bisa, mohon bantuan nya untuk kenyamanan pengguna","0","0","-1","-1"
"Mohon maaf, jelek sekali verifikasi wajahnya. Coba developer aplikasi belajar dulu banyak baru publikasi. Sangat memalukan, sudah berulang kali sampe bosan ngak bisa juga. Bagaimana pengguna bisa nyaman dengan fitur seperti ini kalau waktu dicoba gagal terus.","0","0","-1","-1"
"Susah bgt buat aktivasi, padahal data nya udh cocok semua. Udh berkali2 kayak gitu terus","0","0","-1","0"
"Aplikasi parah verifikasi wajah lebih dr 100 kali g juga berhasil auto delete deh apk ini pindah ke apk bank sebelah yg g ribet..","0","0","-1","-1"
"Aplikasi ini sangat membantu saya untuk TF, bayar tagihan, beli pulsa , token dll .. sangat senang sekali bisa menggunakan Mbanking BSI semua jadi aman dan cepat proses nya","0","1","1","0"
"Aplikasinya gak jelas,baru aja instal. Pas dibuka,apknya terkeluar sendiri. Udah coba berulang kali tetap aja terjadi hal yang sama.","0","0","-1","0"
"Jujur saya belum pernah ngasih ulasan di playstore, tapi karena udah kesel banget dengan masalah aplikasi ini yg hampir tiap update ada terus masalahnya. Sekarang aplikasi ini mentok di logo, langsung keluar lagi. Ada notif dari hp katanya ada bug, ngehubungi CS harus hapus cache, reset data seluler, mode pesawat, sampe nonaktifin hp masih sama gaada perubahan sama sekali. Saya curiga alasan PP Muhammadiyah narik saldonya sampe 15T dari BSI karena sering kedapatan masalah seperti ini.","-1","0","-1","0"
"ga bisa daftar bolak balik, ga kaya sebelah, liat komenan juga miris sekali ini bsi, katanya mau jadi bank yg maju tapi pelayanan jelek begini, bagaimana masyarakat percaya sama bsi? hadehhh gajadi buka rekening deh, ampunnn aplikasi lemot, gangguan terua, payah👎","-1","0","-1","0"
"Baru pake aplikasi ini , blm ada seminggu udh eror aja ,gak bisa di buka ,knpa ya Verifikasi wajah gak bisa bisa ,pdhl tinggal kedip doang , udh kedip gak jdi jdi","0","0","-1","-1"
"Kenapa ko tiba2 tidak bisa dibuka terus? Tolonglah tim IT nya, utk kenyamanan nasabah & kebaikan BSI.","-1","0","-1","0"
"saya mau buka tabungan online, tapi ketika buka apk BSI mobile-nya kenapa tidak bisa terbuka dengan pemberitahuan 'Permintaan kehabisan waktu', tolong ini gimana :(","0","0","-1","0"
"mohon diperbaiki aplikasi sering delay dan susah masuk kebanyakan kehabisan waktu kehabisan waktu mau trf malah dibikin ribet ama apk yang delay.","0","-1","-1","0"
"Please, lah, BSI Mobile. Tolong diperbaiki sistemnya. Kami penduduk Aceh semua bergantung sama BSI. Masa iya tiap kali mau buka BSI Mobile harus merasa enggan, takut ngelag dan ga bisa transaksi ini itu. Ini udah yang beberapa kali ngelag dan ga bisa transaksi.","0","-1","-1","0"
"Menurut saya, mbanking bni lebih user friendly, mudah diakses & efisien. M-banking BSI terlalu sering trouble, terlalu banyak pilihan menu, dan sering sekali gagal TF terutama pembayaran e-commerce via VA billing, transaksi jd butuh waktu lebih lama😢. Mohon segera di perbaiki lagi🙏🏻🙏🏻","0","-1","-1","0"
"Kenapa aplikasi mobile banking BSI di perangkat HP saya selalu muncul di layar HP seperti ini: ""Informasi Permintaan kehabisan waktu"". Dan ini sering berulang-ulang terjadi di perangkat HP saya. Sehingga berulang-ulang juga uninstall, lalu install lagi, dan lagi","0","0","-1","0"
"Ada apa dengan aplikasi bsi mobil pemotongan pembelian pulsa 304.500-,saat prngembalianya kenapa jadi 204.000-, di kemanakan saldo saya.kok kayak gak seperti syariah","-1","-1","0","0"
"Baru bikin,pas mau aktivasi malah lupa Nok rekening nya..jadi ga bisa aktivasi Ini gimana cara melihat no rekeningnya😥","0","0","-1","0"
"1. Aplikasi nya jadul banget, UI dan UX nggak nyaman. 2. Nggak sengaja klik tombol back kita harus mulai dari awal lagi karena kembali ke home BSI. 3. Sekarang kalau mau tarik tunai gratis harus nyari ATM BSI karena tarik di ATM Mandiri kena biaya 7500, mahal banget. 4. Seiring gangguan dengan alasan maintenance dan perbaikan sistem. 5. Biaya bulanan tabungan mudarobah mahal. Kalau tidak ada perubahan jadi lebih baik, saya mending tutup akun aja, mau pindah Bank Syariah Digital","-1","0","-1","0"
"Dari sekian banyak aplikasi M-banking yang ada , cuma aplikasi BSI Mobile ini yang paling ribet, terutama saat verifikasi wajah untuk mengaktifkan rekening di aplikasi nya sangat susah sekali, berkali-kali mencoba verifikasi wajah selalu gagal, durasi verifikasi nya juga sangat singkat, mohon di tingkatkan lagi aplikasi nya.","0","0","-1","-1"
"Saya ngga paham salah nya di mana ,login verifikasi wajah sangat sangat sulit ,saya udah 5 kali ganti otp dan 1 otp cuman bisa verifikasi wajah 3 kali dan 1 pun ngga ada yang berhasil (Sampai sy tulis ulasan ini ),saya rasa kalo saya ikuti bisa sampe ratusan percobaan. Tolong di perbaiki karna hal sepele seperti bisa sangat menggangu pengguna , yang harus nya memudahkan malah mempersulit","0","0","-1","-1"
"Saya tidak bisa membayar kuliah saya di menu akademik disitu di bilang (transaksi anda kehabisan waktu)saya tidak tau dari mana datang habis waktu nya tolong di perbaiki","0","-1","-1","0"
"Saya kasih dulu bintang 4 karena apk nya masih sering ngebug. Untuk mimin nya tolong di perbaiki lagi, cuman bisa masuk apk nya aja tpi ga bisa ngapa²in","0","0","-1","0"
"Kenapa ya BSI ini padahal saya baru pertama buka rekening, pas buat PIN baru selalu Terjadi Kesalahan tunggu beberapa saat, sampai berjam2 saya menunggu tetep sama aja gak ada perubahan. Tolong BSI Perbaikan nya bagaimana ?","0","0","-1","0"
"Ribet benar ini aplikasi,udah beberapa verikasi masih juga gk bisa,padahal apk untuk mempermudah pengguna malah mempersululit,,sial","0","0","-1","0"
"Tolong kualitas aplikasinya di perbaiki dong, masak untuk aktivasi aja susah amat, video call gak nyambung sama siapa pun lagi 😭😭😭","-1","0","-1","-1"
"Sangat tidak memuaskan bikin kecewa. Setiap satu bulannya debit sampai 20.000. Hampir setiap hari rasanya lama-lama nasabah kalau begini bisa tekor bangkrut habis uangnya diambil. Yang umum2 sajalah jangan begini. Mau memiskinkan nasabah.","-1","0","0","0"
"Sudah pernah pakai beberapa bulan tapi tiba logout dengan sendirinya, sudah aktivasi ulang dengan melalui video call dan berhasil, tapi logout lagi, dan aktivasi melalui video call dan berhasil tapi selang beberapa hari logout dengan sendirinya,. Ketika mau aktivasi ulang dan hendak video call dengan call center tidak bisa lagi. Akhirnya sya uninstall aplikasinya dan hendak saya download ulang malah ada peringatan ""mungkin aplikasi ini tidak bisa berfungsi di perangkat anda"".. Apa maksudnya????","-1","0","-1","0"
"Saya sudah top up saldo dana dan rekening sudah berkurang tapi mengapa saldo di rekening BSI saya sudah berkurang sedangkan saldo dana belum masuk sama sekali dana aplikasi penipuan","0","-1","0","0"
"Buka rekening nya dari livin mandiri .. Udah terdaftar .. Udah keluar no rekening BSI Sudah setor 100rb dari livin Kode aktivasi sudah masuk via SMS ..giliran mau diaktivasi di BSI mobile banyak kendala.. data tidak sesuai padahal sudah yang dari no hp tidak sesuai ...aplikasi GK jelas susah daftar nya udah gitu disuruh ngulang tu 1 jam lagi ...","0","0","-1","0"
"Aktivasi verifikasi wajah terlalu sulit, karena mengunakan bahasa inggris, susah untuk ikut inteuksi nya","0","0","-1","-1"
"Min Saya Rek BSI ada 3, di Satu Aplikasi tapi Tombol Copy kok tidak ada ya, jadi kalo keperluan untuk di kasih ke Orang agak Susah, Beda dengan Bank² lain. Mungkin bisa di tambah Tombol Copy di samping Nomer Rekening. Terimakasih","0","0","-1","0"
"Ini aplikasi bsi mobile tiap kali di buka kenapa loadingnya lambat ya kayak berat gtu, mohon untuk update selanjutnya aplikasinya diperbaiki lagi. Untuk transaksi gak da masalah lampunya hijau kok hanya loadingnya ja lama","0","1","-1","0"
"Ini face recognition kok susah sekali. Dari siang sampai sore tidak berhasil. Kirim OTP terus. Pulsa berkurang banyak. Ya Alloh, iki aplikasi kok ora user friendly. Marakké emosi pelanggan.","0","0","-1","-1"
"assalamualaikum mohon maaf. saya baru bukak rekening bsi mobile. belum punya buku tabungan maupun kartu debitnya saya isi saldo 50.000 tapi belum masuk sampe 3 jam belum masuk. ttapi keterangan transfer berhasil. dan histori transaksi ada menerima transfer sbesar 50.000 ttapi di info saldo tidak ada. dan ttap 0 tolong penjelasan nya bapak BSI","-1","-1","0","0"
"Asal nya sangat antusias ke BSI setelah mengajukan mitraguna berkah gak lama akad dan TTD berkas Tpi sudah hampir 12hri blm ada kabar kapan pencairan dilakukan Dan menghubungi marketing cabang.siliwangi cianjur nya juga gak pernah d respon sama dia nya Jdi nasabah gak tau ada permasalahan dri mana pencairan dana blm juga masuk rek Payah ....","0","-1","0","0"
"Dibuat aplikasi supaya lebih memudahkan tapi mau aktivasi selalu gagal padahal semua data sudah benar dan verivikasi wajah sudah berhasil tapi tetap gagal tolong diperbaiki supaya kedepannya lebih mudah berguna dan bermanfaat bagi pengguna BSI mobile","0","0","-1","-1"
"Saya pengguna baru Aplikasi BSI, tetapi terkendala saat mau digunakan (integritas sistem dirusak). Sudah beberapa kali uninstal dan install ulang tapi tetap blm bisa berfungsi, mohon penjelasan dan bantuannya. Terimakasih","0","0","-1","0"
"aplikasi gak jelas! verivikasi muka udh puluhan kali gak bisa2. Waktunya cepet abis. udh kanan atas bawah bisa pas kiri susah padahal muka udh pas. bikin emosi! tolong lah dibenerin!! dipermudah dong kayak bank lain, gak perlu lah pake virifikasi muka emng mau ngapain kita. mending gampang!","0","0","-1","-1"
"Ini habis ada update kq aplikasi saya tiap kali habis log in terus masuk ke menu Aplikasi nya langsung nutup sendiri..saya jadi tidak bisa melakukan transaksi sama sekali..","0","-1","-1","0"
"Saya pengguna baru BSI dan sangat kecewa, finger print selalu tidak dikenal, password sudah benar dikatakan salah. Diminta untuk uninstall dan install kembali tapi verivikasi wajah sangat sulit dan gagal terus, padahal kondisi kamera bagus, terlihat jelas dan terang, tapi terus2an gagal. Sangat mengecewakan dan membuang2 waktu. Sekelas Bank Lokal seperti Bank Aceh gak pernah seribet dan serumit ini. Performanya masih jauh dari kata bank nasional. Kalau gak terpaksa aja saya gak mau pakai BSI in","0","0","-1","-1"
"Kenapa tidak dipermudah untuk verication wajah.mending yang awal seblum di update aplikasi ini..anda berpikir didepan layar handphone enak dengan cahaya yang berlebih.SAKIT MATA BOS,,.tolong dipermudah seprti aplikasi yang lain.masa iya kalah sama Bank2 lain yang sudah mempermudah sistem mobilenya.","0","0","-1","-1"
"ini gimana sii, mau pake aplikasi nya susah banget, padahal udah punya tabungan dan udah sign in harusnya tinggal log in g usah verifikasi wajah atau g pake bahasa Indonesia kek kaya gini nyusahin ajaa","0","0","-1","-1"
"ini gmna sih apa harus ke bank buat registrasi, padahal no rek sudah punya dan semua data sudah trisi tpi ttep gk bisa verikasi... parah ini mah","0","0","-1","0"
"Halo BSI Mobile, ada yang mau saya keluhkan. Tadi malam tgl 27 Mei 2024 Pukul 22.41 saya melakukan transfer dari bank lain ke rekening BSI. Akan tetapi saldo di rekening BSI saya tetap 0. Padahal di keterangan transaksi sudah masuk dan tercatat di aplikasi BSi ketika saya cek di menu ""Transaksi"". tetapi ketika saya cek di menu ""informasi saldo"" saldo rekening saya tetap 0. Lalu kemana uang yang sudah saya transfer tersebut?","-1","-1","0","0"
"Aplikasi sangat sangat luwemott. verifikasi wjah beberapakali gagal trz pilihan menu juga sangat lemoott. Bukanya mempermudah malah mempersulit untuk verifikasi wajah","0","0","-1","-1"
"Ni kayak mana sih sebenarnya, kok bisa bisa waktu di bank udh di aktivasi, gitu sampe di rumah minta aktivasi lagi, trus waktu di bank ngapain sebenar nya, kok bisa2 nya gini. Minta masuk kan no hp, nik KTP, tgl lahir, no rekening. Udh di masuk kan semua, salah juga. Ntah apa mau nya.","-1","0","-1","0"
"ada bug di menu solat jika membukanya langsung aplikasi keluar tidak bisa di buka harus di uninstall dan aktivasi ulang","0","0","-1","0"
"Bagaimana caranya kalau mau ngecek bikin rekening disetujui atau tidak. Kalau buka aplikasi selalu disuruh buat rekening. Begitu selalu. Tdk bisa masuk ke menu. Solusinya bagaiamana ini?","0","0","-1","0"
"Aplikasi logout sendiri.. Cuma beberapa hari aja bisa, jd aplikasinya cuman mempersulit nasabah aj","0","0","-1","0"
"Gimana ini tujuannya aplikasi itu mempermudah bukan bikin susah mau verifikasi wajah aja susah bener, aplikasinya gak jelas tolong diperbaiki","0","0","-1","-1"
"Kok pendaftaran sy diaplikasi ini lama sekali verifikasinya, sudah 1 minggu belum slsei verifikasi... Padahal pendaftaran di bank lain paling lama 1 jam sudah bisa dipakai transaksi...","-1","0","-1","0"
"Keterangan didalam aplikasi sangat kurang lengkap, dan saat transfer kadang mendadak trouble","0","-1","-1","0"
"Bintang dua dulu, seharusnya ketika cek daftar mutasi dilengkapi dengan saldo akhir untuk BSI ini agak ribet karena tidak ada saldo akhir jadinya harus hitung manual.","0","0","-1","0"
"Sudah banyak pengguna yg mengulas tentang sulit nya verifikasi wajah, seharusnya developer merevisi aplikasi nya menjadi mudah. Dibandingkan dg aplikasi M-banking bank lain yg jauh lebih mudah utk aktivasi data. Saya dan istri pengguna m-banking harus puluhan mencoba tetep tidak bisa verifikasi wajah. Saya harap dari pihak bank mencarikan solusi daripada harus ke bank.","-1","0","-1","-1"
"Sangat kecewa dg aplikasi BSI saat ini. Tujuannya bukan memudahkan tp mempersulit yg punya rekening tuk verifikasi wajah. Sudah berkali² verifikasi wajah selalu gagal. Kalo spt ini apa solusinya dr aplikasi tsb. Sdgkan saya ini ingi bertransaksi di aplikasi...","0","0","-1","-1"
"Aplikasinya banyak ngebug nya belum apa"" sudah error padahal baru daftar rekening, tolonglah pihak developer untuk segera diperbaiki masalah tersebut guna mempermudah nasabah baru yg mau mendaftar serta nasabah yg lama dalam bertransaksi secara digital","-1","0","-1","0"
"Pingin pindah dari Mandiri ke BSI. Tapi apps nya kurang greget. Loading nya kelamaan. Untuk ke beranda aja butuh 10 detik. Sementara Livin cuma butuh 4 detik.","0","0","-1","0"
"Parah banget siih pdahal baru perdana transaksi memakai mbangking BSI ini, saya top up e-wallet dengan nomor hp tujuan benar nama tujuan juga benar tetapi saldonya tidak masuk, mengapa BSI ?? Sedangkan saldo di rekening saya sudah terpotong, wah parah jadi takut untuk bertransaksi di rekening ini kalau gini. Maaf ya BSI saya auto pindah ke Bank lain yg lebih simpel dan pasti. Terimakasih pengalaman mengecewakan nya, saya bakalan tutup rekening","-1","-1","0","0"
